name,slug,org,country,homepage_url,tags,homepage_blurb,genre_profile,recent_profile,station_class,source,automation_class,favorite
SomaFM — Sonic Universe,somafm-sonicuniverse,SomaFM,US,https://somafm.com/sonicuniverse/,"[""avant-garde"", ""jazz"", ""specialist""]","Transcending the world of jazz with eclectic, avant-garde takes on tradition.","{""top"": [{""count"": 618, ""genre"": ""jazz""}, {""count"": 333, ""genre"": ""contemporary jazz""}, {""count"": 249, ""genre"": ""electronic""}, {""count"": 126, ""genre"": ""jazz fusion""}, {""count"": 106, ""genre"": ""ambient""}, {""count"": 80, ""genre"": ""downtempo""}, {""count"": 66, ""genre"": ""experimental""}, {""count"": 54, ""genre"": ""nu jazz""}], ""totalCount"": 2798, ""unknownCount"": 2014}","{""top"": [{""count"": 618, ""genre"": ""jazz""}, {""count"": 333, ""genre"": ""contemporary jazz""}, {""count"": 249, ""genre"": ""electronic""}, {""count"": 126, ""genre"": ""jazz fusion""}, {""count"": 106, ""genre"": ""ambient""}, {""count"": 80, ""genre"": ""downtempo""}, {""count"": 66, ""genre"": ""experimental""}, {""count"": 54, ""genre"": ""nu jazz""}], ""updatedAt"": ""2026-09-16T19:09:27.096Z"", ""sampleSize"": 4644, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-17T06:56:32.000Z"", ""excludedCount"": 21, ""genreCoverage"": 0.2811043384725708, ""readinessTier"": ""ready"", ""resolvedCount"": 2789, ""resolutionRate"": 0.6005598621877691, ""datedTrackCount"": 2681, ""genreTaggedCount"": 784, ""uniqueTrackCount"": 1453, ""uniqueArtistCount"": 430, ""unknownGenreCount"": 2005, ""datedTrackCoverage"": 0.9612764431695948}",curated,curated,automated,t
SomaFM — Suburbs of Goa,somafm-suburbsofgoa,SomaFM,US,https://somafm.com/suburbsofgoa/,"[""electronic"", ""specialist"", ""world""]",Desi-influenced Asian world beats and beyond.,"{""top"": [{""count"": 548, ""genre"": ""electronic""}, {""count"": 383, ""genre"": ""downtempo""}, {""count"": 355, ""genre"": ""ambient""}, {""count"": 160, ""genre"": ""dub""}, {""count"": 105, ""genre"": ""dance""}, {""count"": 86, ""genre"": ""chillout""}, {""count"": 71, ""genre"": ""drum and bass""}, {""count"": 68, ""genre"": ""folk""}], ""totalCount"": 3326, ""unknownCount"": 2699}","{""top"": [{""count"": 548, ""genre"": ""electronic""}, {""count"": 383, ""genre"": ""downtempo""}, {""count"": 355, ""genre"": ""ambient""}, {""count"": 160, ""genre"": ""dub""}, {""count"": 105, ""genre"": ""dance""}, {""count"": 86, ""genre"": ""chillout""}, {""count"": 71, ""genre"": ""drum and bass""}, {""count"": 68, ""genre"": ""folk""}], ""updatedAt"": ""2026-09-16T19:09:29.645Z"", ""sampleSize"": 5449, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-17T06:56:18.000Z"", ""excludedCount"": 20, ""genreCoverage"": 0.18879855465221318, ""readinessTier"": ""ready"", ""resolvedCount"": 3321, ""resolutionRate"": 0.6094696274545788, ""datedTrackCount"": 3224, ""genreTaggedCount"": 627, ""uniqueTrackCount"": 866, ""uniqueArtistCount"": 286, ""unknownGenreCount"": 2694, ""datedTrackCoverage"": 0.9707919301415237}",curated,curated,automated,t
Star 88.8,star-88-8,,Greece,https://star888fm.gr/,"[""folk"", ""greek"", ""pop""]","Δημιουργήθηκε από ανθρώπους με μεράκι, για να είναι το ραδιόφωνο, όπως πρέπει! Το ραδιόφωνο όπως το θέλουμε!! Star 88.8 fm","{""top"": [{""count"": 1, ""genre"": ""classic rock""}, {""count"": 1, ""genre"": ""pop""}, {""count"": 1, ""genre"": ""pop rock""}, {""count"": 1, ""genre"": ""rock""}, {""count"": 1, ""genre"": ""soft rock""}], ""totalCount"": 357, ""unknownCount"": 356}","{""top"": [{""count"": 1, ""genre"": ""classic rock""}, {""count"": 1, ""genre"": ""pop""}, {""count"": 1, ""genre"": ""pop rock""}, {""count"": 1, ""genre"": ""rock""}, {""count"": 1, ""genre"": ""soft rock""}], ""updatedAt"": ""2026-09-16T19:27:52.558Z"", ""sampleSize"": 1033, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-11T16:38:45.427Z"", ""excludedCount"": 0, ""genreCoverage"": 0.0028011204481792717, ""readinessTier"": ""provisional"", ""resolvedCount"": 357, ""resolutionRate"": 0.345595353339787, ""datedTrackCount"": 348, ""genreTaggedCount"": 1, ""uniqueTrackCount"": 318, ""uniqueArtistCount"": 122, ""unknownGenreCount"": 356, ""datedTrackCoverage"": 0.9747899159663865}",curated,radio_browser,,f
"Star Radio (MK Narodna) Skopje, Macedonia",star-radio-mk-narodna-skopje-macedonia,,Republic Of North Macedonia,https://radiostar.pro/radiochannel/mk-narodna/,"[""folk"", ""macedonian folk""]","Каналот „МК Народна“ започна со емитување на интернет на 8 октомври 2023 година и е специјализиран за изворна народна и новосоздадена македонска музика. Програмата опфаќа исклучиво македонска музика – односно, на овој канал ги емитуваме најдобрите македонски народни хитови што ос",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:22:44.261Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
"Star Radio (Urban Folk) Skopje, Macedonia",star-radio-urban-folk-skopje-macedonia,,Republic Of North Macedonia,https://radiostar.pro/radiochannel/urban-folk/,"[""folk"", ""macedonian folk"", ""macedonian pop"", ""serbian folk"", ""serbian pop""]","Радио-каналот „Урбан Фолк“ започна со емитување на 1 август 2019 година под името „Стар Фолк“. Овој канал е посветен на балканската урбана фолк-музика. Нудиме посебен избор на урбана фолк-музика со побрз ритам, која е ведра и пријатна за слушање. Покрај тоа што тука претставуваме",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:27:24.860Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Station A 4941ffdf,test-fy-sta-4941ffdf,,,,,,"{""top"": [], ""totalCount"": 1, ""unknownCount"": 1}","{""top"": [], ""updatedAt"": ""2026-09-16T19:29:03.948Z"", ""sampleSize"": 1, ""windowDays"": 90, ""latestSpinAt"": ""2026-08-24T21:10:54.827Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 1, ""resolutionRate"": 1, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 1, ""datedTrackCoverage"": 0}",curated,curated,,f
Station A 84a94e00,test-fy-sta-84a94e00,,,,,,"{""top"": [], ""totalCount"": 1, ""unknownCount"": 1}","{""top"": [], ""updatedAt"": ""2026-09-16T19:29:53.663Z"", ""sampleSize"": 1, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-09T00:48:01.941Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 1, ""resolutionRate"": 1, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 1, ""datedTrackCoverage"": 0}",curated,curated,,f
Station B 4941ffdf,test-fy-stb-4941ffdf,,,,,,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:04.261Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,curated,,f
Station B 84a94e00,test-fy-stb-84a94e00,,,,,,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:54.270Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,curated,,f
Station B b5cf167c,test-fy-stb-b5cf167c,,,,,,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:43.258Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,curated,,f
Station B b8d359aa,test-fy-stb-b8d359aa,,,,,,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:55.870Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,curated,,f
Station B bb0f3e29,test-fy-stb-bb0f3e29,,,,,,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:30:14.347Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,curated,,f
Station B ec8fbfd5,test-fy-stb-ec8fbfd5,,,,,,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:15.283Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,curated,,f
Super Radio,super-radio,,Croatia,https://superradio.hr/,"[""folk"", ""folk music"", ""local news"", ""pop""]",Super Radio &#8211; Najslušaniji Radio u BBŽ,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:40.367Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Super45.fm,super45-fm,,Chile,https://super45.fm/,"[""experimental"", ""indie""]",Radio online desde Santiago de Chile. Probablemente la mejor radio del mundo.,"{""top"": [{""count"": 672, ""genre"": ""rock""}, {""count"": 352, ""genre"": ""electronic""}, {""count"": 350, ""genre"": ""indie rock""}, {""count"": 254, ""genre"": ""alternative rock""}, {""count"": 208, ""genre"": ""pop""}, {""count"": 123, ""genre"": ""indie pop""}, {""count"": 100, ""genre"": ""ambient""}, {""count"": 82, ""genre"": ""punk""}], ""totalCount"": 5138, ""unknownCount"": 3991}","{""top"": [{""count"": 672, ""genre"": ""rock""}, {""count"": 352, ""genre"": ""electronic""}, {""count"": 350, ""genre"": ""indie rock""}, {""count"": 254, ""genre"": ""alternative rock""}, {""count"": 208, ""genre"": ""pop""}, {""count"": 123, ""genre"": ""indie pop""}, {""count"": 100, ""genre"": ""ambient""}, {""count"": 82, ""genre"": ""punk""}], ""updatedAt"": ""2026-09-16T19:16:48.183Z"", ""sampleSize"": 8153, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:12:04.366Z"", ""excludedCount"": 211, ""genreCoverage"": 0.22529954822235318, ""readinessTier"": ""ready"", ""resolvedCount"": 5091, ""resolutionRate"": 0.6244327241506195, ""datedTrackCount"": 4506, ""genreTaggedCount"": 1147, ""uniqueTrackCount"": 2646, ""uniqueArtistCount"": 1370, ""unknownGenreCount"": 3944, ""datedTrackCoverage"": 0.8850913376546847}",curated,radio_browser,,f
Svensk Folkmusik - AkkA radio,svensk-folkmusik-akka-radio,,Sweden,http://www.svenskfolkmusik.nu/,"[""folk"", ""folk music"", ""folkmusik"", ""svensk"", ""svensk folkmusik"", ""swedish"", ""traditional""]",Lillan Amsterdam,"{""top"": [{""count"": 5, ""genre"": ""folk""}, {""count"": 1, ""genre"": ""christmas music""}, {""count"": 1, ""genre"": ""jazz""}], ""totalCount"": 268, ""unknownCount"": 263}","{""top"": [{""count"": 5, ""genre"": ""folk""}, {""count"": 1, ""genre"": ""christmas music""}, {""count"": 1, ""genre"": ""jazz""}], ""updatedAt"": ""2026-09-16T19:14:43.074Z"", ""sampleSize"": 3998, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:16.447Z"", ""excludedCount"": 8, ""genreCoverage"": 0.01893939393939394, ""readinessTier"": ""provisional"", ""resolvedCount"": 264, ""resolutionRate"": 0.06603301650825413, ""datedTrackCount"": 197, ""genreTaggedCount"": 5, ""uniqueTrackCount"": 243, ""uniqueArtistCount"": 147, ""unknownGenreCount"": 259, ""datedTrackCoverage"": 0.7462121212121212}",curated,radio_browser,,f
Sveriges Radio P2 flac,sveriges-radio-p2-flac,,Sweden,https://www.sverigesradio/p2,"[""classical music"", ""folk"", ""jazz""]",,"{""top"": [], ""totalCount"": 18, ""unknownCount"": 18}","{""top"": [], ""updatedAt"": ""2026-09-16T19:18:45.757Z"", ""sampleSize"": 1503, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:31:30.815Z"", ""excludedCount"": 111, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 18, ""resolutionRate"": 0.011976047904191617, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 18, ""uniqueArtistCount"": 18, ""unknownGenreCount"": 18, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Synthradio,synthradio,,The Russian Federation,http://synth-radio.ru/,"[""new wave"", ""synth"", ""synthesizer"", ""synthwave""]","Лучшая электронная музыка - Synthpop, Alternative, EBM, Futurepop и многое другое на Synth Radio! Круглосуточно!","{""top"": [{""count"": 1680, ""genre"": ""electronic""}, {""count"": 1247, ""genre"": ""synth-pop""}, {""count"": 556, ""genre"": ""pop""}, {""count"": 394, ""genre"": ""ebm""}, {""count"": 376, ""genre"": ""futurepop""}, {""count"": 332, ""genre"": ""electro""}, {""count"": 239, ""genre"": ""rock""}, {""count"": 195, ""genre"": ""industrial""}], ""totalCount"": 7799, ""unknownCount"": 5796}","{""top"": [{""count"": 1658, ""genre"": ""electronic""}, {""count"": 1237, ""genre"": ""synth-pop""}, {""count"": 556, ""genre"": ""pop""}, {""count"": 391, ""genre"": ""ebm""}, {""count"": 365, ""genre"": ""futurepop""}, {""count"": 322, ""genre"": ""electro""}, {""count"": 239, ""genre"": ""rock""}, {""count"": 187, ""genre"": ""electropop""}], ""updatedAt"": ""2026-09-16T19:17:47.467Z"", ""sampleSize"": 10335, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:16:00.463Z"", ""excludedCount"": 76, ""genreCoverage"": 0.25567888487351575, ""readinessTier"": ""ready"", ""resolvedCount"": 7748, ""resolutionRate"": 0.7496855345911949, ""datedTrackCount"": 7402, ""genreTaggedCount"": 1981, ""uniqueTrackCount"": 2328, ""uniqueArtistCount"": 759, ""unknownGenreCount"": 5767, ""datedTrackCoverage"": 0.9553433144037171}",curated,radio_browser,,f
Systrum Sistum - SSR1,systrum-sistum-ssr1,,Australia,https://www.systrum.net/,"[""ambient"", ""drone"", ""electronica"", ""experimental""]",Ambient Radio | Radio Electronica,"{""top"": [{""count"": 28, ""genre"": ""ambient""}, {""count"": 22, ""genre"": ""electronic""}, {""count"": 10, ""genre"": ""experimental""}, {""count"": 8, ""genre"": ""drone""}, {""count"": 8, ""genre"": ""idm""}, {""count"": 3, ""genre"": ""dance""}, {""count"": 3, ""genre"": ""downtempo""}, {""count"": 3, ""genre"": ""glitch""}], ""totalCount"": 312, ""unknownCount"": 279}","{""top"": [{""count"": 28, ""genre"": ""ambient""}, {""count"": 22, ""genre"": ""electronic""}, {""count"": 10, ""genre"": ""experimental""}, {""count"": 8, ""genre"": ""drone""}, {""count"": 8, ""genre"": ""idm""}, {""count"": 3, ""genre"": ""dance""}, {""count"": 3, ""genre"": ""downtempo""}, {""count"": 3, ""genre"": ""glitch""}], ""updatedAt"": ""2026-09-16T19:29:58.458Z"", ""sampleSize"": 586, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:25:38.665Z"", ""excludedCount"": 0, ""genreCoverage"": 0.10576923076923077, ""readinessTier"": ""ready"", ""resolvedCount"": 312, ""resolutionRate"": 0.5324232081911263, ""datedTrackCount"": 306, ""genreTaggedCount"": 33, ""uniqueTrackCount"": 282, ""uniqueArtistCount"": 232, ""unknownGenreCount"": 279, ""datedTrackCoverage"": 0.9807692307692307}",curated,radio_browser,,f
Systrum Sistum - SSR2,systrum-sistum-ssr2,,Australia,https://www.systrum.net/,"[""electro"", ""electronica"", ""idm"", ""techno""]",Ambient Radio | Radio Electronica,"{""top"": [{""count"": 226, ""genre"": ""electronic""}, {""count"": 154, ""genre"": ""idm""}, {""count"": 134, ""genre"": ""ambient""}, {""count"": 90, ""genre"": ""downtempo""}, {""count"": 55, ""genre"": ""techno""}, {""count"": 49, ""genre"": ""experimental""}, {""count"": 34, ""genre"": ""glitch""}, {""count"": 33, ""genre"": ""ambient techno""}], ""totalCount"": 3191, ""unknownCount"": 2835}","{""top"": [{""count"": 226, ""genre"": ""electronic""}, {""count"": 154, ""genre"": ""idm""}, {""count"": 134, ""genre"": ""ambient""}, {""count"": 90, ""genre"": ""downtempo""}, {""count"": 55, ""genre"": ""techno""}, {""count"": 49, ""genre"": ""experimental""}, {""count"": 34, ""genre"": ""glitch""}, {""count"": 33, ""genre"": ""ambient techno""}], ""updatedAt"": ""2026-09-16T19:17:06.959Z"", ""sampleSize"": 5644, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:15:12.476Z"", ""excludedCount"": 630, ""genreCoverage"": 0.11226742352570167, ""readinessTier"": ""ready"", ""resolvedCount"": 3171, ""resolutionRate"": 0.5618355776045358, ""datedTrackCount"": 3113, ""genreTaggedCount"": 356, ""uniqueTrackCount"": 1700, ""uniqueArtistCount"": 1053, ""unknownGenreCount"": 2815, ""datedTrackCoverage"": 0.9817092399873857}",curated,radio_browser,,f
Teenage Kicks Radio,teenage-kicks-radio,,The United Kingdom Of Great Britain And Northern Ireland,https://teenagekicksradio.blogspot.com/,"[""new wave"", ""pop and electronic music from the late 70s and the 80s"", ""punk""]",Teenage Kicks Radio,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:18:25.879Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
The Lot Radio,the-lot-radio,The Lot Radio,US,https://www.thelotradio.com,"[""indie"", ""specialist""]",THE LOT RADIO,"{""top"": [], ""totalCount"": 10, ""unknownCount"": 10}","{""top"": [], ""updatedAt"": ""2026-09-16T19:24:47.356Z"", ""sampleSize"": 284, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T04:10:44.813Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 10, ""resolutionRate"": 0.035211267605633804, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 10, ""uniqueArtistCount"": 10, ""unknownGenreCount"": 10, ""datedTrackCoverage"": 0}",community,curated,human,f
The Tube | NTS,the-tube-nts,,The United Kingdom Of Great Britain And Northern Ireland,https://www.nts.live/infinite-mixtapes/the-tube,"[""avant-garde"", ""industrial"", ""minimal wave"", ""post-punk""]","Oddball post-punk, industrial provocation, and minimal wave.",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:17:24.676Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Thin Enqueue Station,thin-enq-st-f3ab3835,,,,"[""rare-genre-f3ab3835""]",,"{""top"": [], ""totalCount"": 1, ""unknownCount"": 1}","{""top"": [], ""updatedAt"": ""2026-09-16T19:16:47.056Z"", ""sampleSize"": 1, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-08T05:45:18.275Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 1, ""resolutionRate"": 1, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 1, ""datedTrackCoverage"": 0}",curated,curated,,f
Tinder Radio - Bollywood,tinder-radio-bollywood,,The United Arab Emirates,https://tinder.radio/,"[""bollywood"", ""world""]",,"{""top"": [{""count"": 18, ""genre"": ""pop""}, {""count"": 9, ""genre"": ""indian pop""}, {""count"": 8, ""genre"": ""dance""}, {""count"": 7, ""genre"": ""filmi""}, {""count"": 6, ""genre"": ""hindustani classical""}, {""count"": 6, ""genre"": ""qawwali""}, {""count"": 5, ""genre"": ""europop""}, {""count"": 5, ""genre"": ""soul""}], ""totalCount"": 1819, ""unknownCount"": 1774}","{""top"": [{""count"": 18, ""genre"": ""pop""}, {""count"": 9, ""genre"": ""indian pop""}, {""count"": 8, ""genre"": ""dance""}, {""count"": 7, ""genre"": ""filmi""}, {""count"": 6, ""genre"": ""hindustani classical""}, {""count"": 6, ""genre"": ""qawwali""}, {""count"": 5, ""genre"": ""europop""}, {""count"": 5, ""genre"": ""soul""}], ""updatedAt"": ""2026-09-16T19:21:25.259Z"", ""sampleSize"": 4497, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:03.534Z"", ""excludedCount"": 3, ""genreCoverage"": 0.024752475247524754, ""readinessTier"": ""ready"", ""resolvedCount"": 1818, ""resolutionRate"": 0.4042695130086724, ""datedTrackCount"": 1741, ""genreTaggedCount"": 45, ""uniqueTrackCount"": 389, ""uniqueArtistCount"": 251, ""unknownGenreCount"": 1773, ""datedTrackCoverage"": 0.9576457645764577}",curated,radio_browser,,f
Total instrumental,total-instrumental,,Germany,http://www.radio-total-instrumental.de/,"[""ambient"", ""dance"", ""electronic"", ""instrumental""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:12:23.656Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Traxx FM - Ambient,traxx-fm-ambient,,Switzerland,http://www.traxx.fm/,"[""ambient"", ""ambient and relaxation music"", ""chill"", ""chillout"", ""commercial-free"", ""no ads"", ""relax"", ""relaxation"", ""relaxation music"", ""relaxing""]",,"{""top"": [{""count"": 11, ""genre"": ""ambient""}, {""count"": 10, ""genre"": ""electronic""}, {""count"": 5, ""genre"": ""downtempo""}, {""count"": 2, ""genre"": ""dark ambient""}, {""count"": 2, ""genre"": ""experimental""}, {""count"": 1, ""genre"": ""drone""}, {""count"": 1, ""genre"": ""dub""}, {""count"": 1, ""genre"": ""dubstep""}], ""totalCount"": 33, ""unknownCount"": 22}","{""top"": [{""count"": 11, ""genre"": ""ambient""}, {""count"": 10, ""genre"": ""electronic""}, {""count"": 5, ""genre"": ""downtempo""}, {""count"": 2, ""genre"": ""dark ambient""}, {""count"": 2, ""genre"": ""experimental""}, {""count"": 1, ""genre"": ""drone""}, {""count"": 1, ""genre"": ""dub""}, {""count"": 1, ""genre"": ""dubstep""}], ""updatedAt"": ""2026-09-16T19:12:29.860Z"", ""sampleSize"": 77, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-26T00:56:30.417Z"", ""excludedCount"": 1, ""genreCoverage"": 0.3333333333333333, ""readinessTier"": ""insufficient"", ""resolvedCount"": 33, ""resolutionRate"": 0.42857142857142855, ""datedTrackCount"": 32, ""genreTaggedCount"": 11, ""uniqueTrackCount"": 31, ""uniqueArtistCount"": 31, ""unknownGenreCount"": 22, ""datedTrackCoverage"": 0.9696969696969697}",curated,radio_browser,,f
Traxx FM - Cool Jam,traxx-fm-cool-jam,,Switzerland,http://www.traxx.fm/,"[""commercial-free"", ""jazz"", ""lounge"", ""no ads"", ""nu jazz"", ""nu-jazz"", ""relax"", ""relaxing"", ""smooth jazz""]",,"{""top"": [{""count"": 174, ""genre"": ""soul""}, {""count"": 139, ""genre"": ""r&b""}, {""count"": 135, ""genre"": ""jazz""}, {""count"": 133, ""genre"": ""electronic""}, {""count"": 98, ""genre"": ""pop""}, {""count"": 86, ""genre"": ""downtempo""}, {""count"": 69, ""genre"": ""contemporary r&b""}, {""count"": 57, ""genre"": ""smooth jazz""}], ""totalCount"": 2479, ""unknownCount"": 1985}","{""top"": [{""count"": 174, ""genre"": ""soul""}, {""count"": 139, ""genre"": ""r&b""}, {""count"": 135, ""genre"": ""jazz""}, {""count"": 133, ""genre"": ""electronic""}, {""count"": 98, ""genre"": ""pop""}, {""count"": 86, ""genre"": ""downtempo""}, {""count"": 69, ""genre"": ""contemporary r&b""}, {""count"": 57, ""genre"": ""smooth jazz""}], ""updatedAt"": ""2026-09-16T19:21:45.259Z"", ""sampleSize"": 4518, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:17:08.461Z"", ""excludedCount"": 72, ""genreCoverage"": 0.20171498570845242, ""readinessTier"": ""ready"", ""resolvedCount"": 2449, ""resolutionRate"": 0.5420540061974325, ""datedTrackCount"": 2271, ""genreTaggedCount"": 494, ""uniqueTrackCount"": 1388, ""uniqueArtistCount"": 808, ""unknownGenreCount"": 1955, ""datedTrackCoverage"": 0.9273172723560636}",curated,radio_browser,,f
